"employeeid","periodfrom","periodto","acadlvlid","school","course","remarks","id"
"A6F82CF5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR, BSAED, UNIV. OF EASTEN PHILS.","","","A6FD156CA7BC11E594AA00FF59FBB323"
"A6FE253DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, INFORMATION MNGMNT. SSCBC","","","A704FF26A7BC11E594AA00FF59FBB323"
"A7086680A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM, NETWORKING TELECOMMUNICATION, AMA","","","A70AFECAA7BC11E594AA00FF59FBB323"
"A70DB2CBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL HOLY TRINITY","","","A712AEDAA7BC11E594AA00FF59FBB323"
"A713DEC6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, MSEMCAT","","","A714E9CBA7BC11E594AA00FF59FBB323"
"A71626FEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS, HRM, TESDA","","","A7175B43A7BC11E594AA00FF59FBB323"
"A718EE9FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BAYABAS NHS","","","A719F2E4A7BC11E594AA00FF59FBB323"
"A71C57F6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1SEM COLL, MECHANICAL TECH, ISABELA S.U","","","A71D53F1A7BC11E594AA00FF59FBB323"
"A71EC88CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS. VOC, AUTOMOTIVE, TESDA","","","A71F8D02A7BC11E594AA00FF59FBB323"
"A725D595A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BS MARINE TRANS, J.RIZAL UNI.","","","A7267D2DA7BC11E594AA00FF59FBB323"
"A72C325DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS VOC, HRS, TESDA","","","A72CDA26A7BC11E594AA00FF59FBB323"
"A7432F72A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS VOC., COMPUTER HARDWARE SERV., PKM","","","A74512C0A7BC11E594AA00FF59FBB323"
"A74AFAE6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, AIHM HRA, LPU","","","A74CE5F6A7BC11E594AA00FF59FBB323"
"A75018A2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, INT. COLL.BUSSINESS & ACCT.ABE","","","A757D953A7BC11E594AA00FF59FBB323"
"A75BD1D6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, CLRANHS","","","A75DD51EA7BC11E594AA00FF59FBB323"
"A75F8D7EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, MANUEL S.ENVERGA UNIV.","","","A767103CA7BC11E594AA00FF59FBB323"
"A7697E6AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, COMMISIONER LUIS ASIS NHS","","","A7705CA3A7BC11E594AA00FF59FBB323"
"A77284EEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, COMMISSIONER LUIS R.ASIS NHS","","","A779E366A7BC11E594AA00FF59FBB323"
"A77B8584A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, BSHRM, REPUBLIC CENTRAL COLL.","","","A77D1132A7BC11E594AA00FF59FBB323"
"A78E46B4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","ELEMENTARY GRAD.NAMUNGA ROSARIO BATANGAS","","","A78F4E53A7BC11E594AA00FF59FBB323"
"A790E809A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, INFORMATION TECH, IST LIPA","","","A795403DA7BC11E594AA00FF59FBB323"
"A7A2BF0CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","A7A62FF0A7BC11E594AA00FF59FBB323"
"A7ADA6C4A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS. COLL, ASSOCIATE IN COM.TECH.","","","A7AF6A9BA7BC11E594AA00FF59FBB323"
"A7BB1C62A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS,BSIT,CSSAC","","","A7BD0132A7BC11E594AA00FF59FBB323"
"A7BF23C7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, AMA COLLEGE","","","A7C0FD24A7BC11E594AA00FF59FBB323"
"A7C46B25A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, COMP. HARDWARE MCII, CEII","","","A7C64176A7BC11E594AA00FF59FBB323"
"A7C89C65A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS, AUTOMOTIVE, TESDA","","","A7C9E14AA7BC11E594AA00FF59FBB323"
"A7CC1DADA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BSBA, ST. FRANCIS OF ASSISSI","","","A7CD4DE3A7BC11E594AA00FF59FBB323"
"A7CEDDB8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL GRAD,STEWARD,SAN ANTONIO PADUA","","","A7CFD8ACA7BC11E594AA00FF59FBB323"
"A7D1A6A6A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR 1ST SEM COLL, HRM, LYCEUM OF ALABANG","","","A7D2B81EA7BC11E594AA00FF59FBB323"
"A7D3D7F8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S GRADUATE","","","A7D49E6FA7BC11E594AA00FF59FBB323"
"A7D6131AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, BSHRM,CAVITE STATE UNIVERSITY","","","A7D6CCE7A7BC11E594AA00FF59FBB323"
"A7DB2DA2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PEDRO E. DIAS HS","","","A7E22D91A7BC11E594AA00FF59FBB323"
"A7E794CCA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, DIPLOMA IN INFO TECH, STI","","","A7E8794DA7BC11E594AA00FF59FBB323"
"A7E97B78A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD,OFFICE ADMINISTRATION, DATAMEX","","","A7EA1E87A7BC11E594AA00FF59FBB323"
"A7EF4A33A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, JUAN F. TRIVINO MEMORIAL HS","","","A7EFDC36A7BC11E594AA00FF59FBB323"
"A7F09954A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2MOS VOC,K-ANN COLLEGE WELDER","","","A7F126E1A7BC11E594AA00FF59FBB323"
"A7F20F4CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, ACT, PAMANTASAN LUNSOD PASAY","","","A7F29D40A7BC11E594AA00FF59FBB323"
"A7F776FEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, MANUEL S. ENVERGA UNIV.","","","A7F81539A7BC11E594AA00FF59FBB323"
"A8080C33A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","A8092D28A7BC11E594AA00FF59FBB323"
"A80A1654A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2 YRS COLLEGE","","","A80AE5FBA7BC11E594AA00FF59FBB323"
"A80BA8E7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DUENAS GEN.COMPREHENSIVE HS","","","A80C2565A7BC11E594AA00FF59FBB323"
"A80CEC6CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2ND YRS HS, BAHAY PARE HIGH SCHOOL","","","A80E09B5A7BC11E594AA00FF59FBB323"
"A80F4572A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4 YRS COLL, BS CRUISESHIP MNGNT.JBLFMU","","","A80FEA49A7BC11E594AA00FF59FBB323"
"A81191DEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, BSHRM, COLEGIO DEL SAGRADO","","","A8121E0BA7BC11E594AA00FF59FBB323"
"A8133BC7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, FATIMA COLLEGE UNIVERSITY","","","A8144B67A7BC11E594AA00FF59FBB323"
"A81A3177A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, BSCM, CULINARY ARTS","","","A81B4154A7BC11E594AA00FF59FBB323"
"A81D0561A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, NOTRE DAME HIGH SCHOOL","","","A81D9EB8A7BC11E594AA00FF59FBB323"
"A81EBA35A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL. HRM,JOJI ILAGAN INTERNATIONAL","","","A81F89FAA7BC11E594AA00FF59FBB323"
"A8206BE1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LAGAO NATIONAL HIGH SCHOOL","","","A8280D7EA7BC11E594AA00FF59FBB323"
"A8456933A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PALKAN NATIONAL HIGH SCHOOL","","","A84A9567A7BC11E594AA00FF59FBB323"
"A84B898AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, CULINARY, MINDANAO POLYTECH.","","","A84C1AF9A7BC11E594AA00FF59FBB323"
"A84CFBA0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS VOC, AUTOMOTIVE, UNIVERSITY OF CEBU","","","A84E0C36A7BC11E594AA00FF59FBB323"
"A84F6E60A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BSBA-MARKETING, STRAFORD I.S.","","","A8500C4DA7BC11E594AA00FF59FBB323"
"A85272F1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MIDSAYAP NORTH COTABATO HS","","","A8530842A7BC11E594AA00FF59FBB323"
"A8549FFBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","3MOS VOC. COMP.SERVICING NCII, GTC","","","A855262CA7BC11E594AA00FF59FBB323"
"A856A203A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS VOC. MACHINING NC1@TRADE SCHOOL GSC","","","A8574FF1A7BC11E594AA00FF59FBB323"
"A85853E8A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DAWIS NHS","","","A85938F4A7BC11E594AA00FF59FBB323"
"A85A4A95A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, STI","","","A85AE058A7BC11E594AA00FF59FBB323"
"A85C0292A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAN ROQUE NHS","","","A85C89EBA7BC11E594AA00FF59FBB323"
"A85D9C7EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, KLING NHS","","","A85EA2A8A7BC11E594AA00FF59FBB323"
"A863DDDEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LAGAO NHS","","","A864ED9AA7BC11E594AA00FF59FBB323"
"A86CE043A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR VOC, CCMB, MINDANAO POLYTECHNIC","","","A86FC48CA7BC11E594AA00FF59FBB323"
"AE562D32A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S. GRAD, F. BANGOY NATIONAL H.S.","","","AE699CC7A7BC11E594AA00FF59FBB323"
"AE6F0FBBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MONS., BARTENDING, TESDA","","","AE72B8F6A7BC11E594AA00FF59FBB323"
"AE77C896A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3MOS, AUTOMOTIVE, MSTI COLLEGE","","","AE7E4193A7BC11E594AA00FF59FBB323"
"AE82F3C9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","RICARDO L. IPONG MEMORIAL NATIONAL HS","","","AE841A12A7BC11E594AA00FF59FBB323"
"AE850DBEA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, IT, PITS","","","AE85D699A7BC11E594AA00FF59FBB323"
"AE86CD30A7BC11E594AA00FF59FBB323","0000-00","0000-00","","OLD BULATUKAN MAKILALA MEMORIAL HIGH SCH","","","AE8AD280A7BC11E594AA00FF59FBB323"
"AE8FA39DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAMAL NATIONAL HIGH SCHOOL","","","AE984C83A7BC11E594AA00FF59FBB323"
"AE99CA3DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MAMBACO B NATIONAL HS","","","AE9F7031A7BC11E594AA00FF59FBB323"
"AEA3B0C5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, CCTNS","","","AEA90F57A7BC11E594AA00FF59FBB323"
"AEABDF09A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, HRM, RIZAL MEMORIAL COLLEGE","","","AEAD334CA7BC11E594AA00FF59FBB323"
"AEAE251CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1ST YR HS, MARILOG NHS","","","AEB32D32A7BC11E594AA00FF59FBB323"
"AEBB183DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, DANIEL R. AQUINALDO NATIONAL HS","","","AEBC1EEAA7BC11E594AA00FF59FBB323"
"AEC9A33DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRS, CRICO","","","AECBC34EA7BC11E594AA00FF59FBB323"
"AECDA8FBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, CUENCA INSTITUTE","","","AED307B2A7BC11E594AA00FF59FBB323"
"AED5F251A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YRS COLL, HRS,DAV DEAB ALBERTO V.COLL.","","","AED6F29CA7BC11E594AA00FF59FBB323"
"AEDCFC0DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, LYCEUM BATANGAS","","","AEDE02BEA7BC11E594AA00FF59FBB323"
"AEDF9C26A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS, CAREGIVER, ST.AUGUSTINE SCHOOL NUR","","","AEE104EFA7BC11E594AA00FF59FBB323"
"AEE3D5DDA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COM SCI, LIPA CITY COLLEGE","","","AEE4F0C3A7BC11E594AA00FF59FBB323"
"AEE7E37FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, AHRM, LIPA CITY COLL.","","","AEE8EFBDA7BC11E594AA00FF59FBB323"
"AEEA6FBAA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BANICA HS","","","AEEBA308A7BC11E594AA00FF59FBB323"
"AEED2B96A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, COM SCI, STI","","","AEEEFC3DA7BC11E594AA00FF59FBB323"
"AEF5957EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD,AHRM,BATANGAS STATE UNIVERSITY","","","AEF6BAFDA7BC11E594AA00FF59FBB323"
"AEF950DCA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, PINAGTUNG-ULAN NHS","","","AEFA62DFA7BC11E594AA00FF59FBB323"
"AEFC50D7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, STA. CATALINA NHS","","","AF00D562A7BC11E594AA00FF59FBB323"
"AF031A61A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3MOS VOC.CONSUMER ELECTICAL SRVCNG,TESDA","","","AF04932FA7BC11E594AA00FF59FBB323"
"AF067FFFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, FERNANDO AIRBASE NHS","","","AF08255AA7BC11E594AA00FF59FBB323"
"AF09F2F1A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2MOS VOC. BARISTA, TESDA MARAWOY LIPA","","","AF32703FA7BC11E594AA00FF59FBB323"
"AF4445A7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2ND YR HIGH SCHOOL, LIM AO NATIONAL HS","","","AF461F3DA7BC11E594AA00FF59FBB323"
"AF4B1CD2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL,MARINE TRANS.COLUMBUS MARITINE","","","AF4CBDD9A7BC11E594AA00FF59FBB323"
"AF536BFBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GULANG-GULANG NATIONAL HS","","","AF58CF23A7BC11E594AA00FF59FBB323"
"AF64CBF3A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, COM.ENG. COMPUTER COLLEGE","","","AF6AFB8AA7BC11E594AA00FF59FBB323"
"AF6CF019A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, CITY COLLEGE OF LUCENA","","","AF6DA17EA7BC11E594AA00FF59FBB323"
"AF6EA1B5A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, MANUEL ENVERGA MEMORIAL","","","AF6F48EFA7BC11E594AA00FF59FBB323"
"AF6FFC03A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GULANG-GULANG NHS","","","AF70DC7DA7BC11E594AA00FF59FBB323"
"AF719EF2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, DATAMEX","","","AF7251D4A7BC11E594AA00FF59FBB323"
"AF7396EBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, BSIT, DATAMEX","","","AF7439ACA7BC11E594AA00FF59FBB323"
"AF7F50A3A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, ACT, COLEGIO DE SANTO CRISTO","","","AF816DB4A7BC11E594AA00FF59FBB323"
"AF89DE85A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LUIS PALAD NHS","","","AF8F7CEFA7BC11E594AA00FF59FBB323"
"AF9E8ED0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, CITY COLLEGE OF LUCENA","","","AFA06150A7BC11E594AA00FF59FBB323"
"AFA83730A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS UGRAD, BSBA, DALUBHASAAN LUNGSOD SP","","","AFAFE6BCA7BC11E594AA00FF59FBB323"
"AFC92392A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, ROSARIO QUESADA MEMORIAL NHS","","","AFD02075A7BC11E594AA00FF59FBB323"
"AFD4405FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LUIS PALAD NHS","","","AFDBB758A7BC11E594AA00FF59FBB323"
"AFE5F382A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GUMACA NHS","","","AFED0454A7BC11E594AA00FF59FBB323"
"AFFB5D68A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GULANG-GULANG NHS","","","AFFC8591A7BC11E594AA00FF59FBB323"
"AFFE09F7A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, LUCENA CITY NHS","","","AFFF3245A7BC11E594AA00FF59FBB323"
"B000C83BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BATO.STA CRUZ NHS","","","B0029662A7BC11E594AA00FF59FBB323"
"B004ED46A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, DSHR, MONTESSORI PROF.COLL.","","","B005F400A7BC11E594AA00FF59FBB323"
"B00775ACA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL,INFO.TECH,PABAYANG MAUBAN COLL","","","B008A86BA7BC11E594AA00FF59FBB323"
"B00A387EA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1.5YRS COLL,ELECTRICAL TECHNOLOGY, SLSU","","","B00BAFDBA7BC11E594AA00FF59FBB323"
"B00DA367A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS GRAD, PROGRAMER, DATAMEX","","","B00F7DDFA7BC11E594AA00FF59FBB323"
"B011CE3DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS VOC. WELDING TECHNOLOGY, SLSU","","","B012C501A7BC11E594AA00FF59FBB323"
"B014332AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS VOC, WELDER, QUEZON NHS","","","B014E36FA7BC11E594AA00FF59FBB323"
"B021771AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, TEBURCIO A. BERDIDA NHS","","","B0240F43A7BC11E594AA00FF59FBB323"
"B025C564A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD., GNHS","","","B026F6DAA7BC11E594AA00FF59FBB323"
"B02829ADA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, COMPUTER ENGINEERING, STI","","","B029AC48A7BC11E594AA00FF59FBB323"
"B02BF317A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD,MOTHER PERPETUAL HIGH","","","B02D23D0A7BC11E594AA00FF59FBB323"
"B02F208CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD, ANHS","","","B030277FA7BC11E594AA00FF59FBB323"
"B0364C68A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS COLL. EDUCATION, PNU","","","B03A36E7A7BC11E594AA00FF59FBB323"
"B03BF532A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS VOC.COMPUTER SECRETARIAL, INFOTECH","","","B03D0CB5A7BC11E594AA00FF59FBB323"
"B03F2033A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD. DONA PASTRANA HS","","","B0407853A7BC11E594AA00FF59FBB323"
"B041AFACA7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, HRM, DR.P CARLOS LANTING COLL.","","","B043B1BFA7BC11E594AA00FF59FBB323"
"B049470DA7BC11E594AA00FF59FBB323","0000-00","0000-00","","COLLEGE UNDERGRAD,BSBA,PUP","","","B0504C3FA7BC11E594AA00FF59FBB323"
"B05366EDA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, BENIGNO AQUINO HIGH SCHOOL","","","B054A3B1A7BC11E594AA00FF59FBB323"
"B05BA063A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3YRS GRAD, BS MARINE TRANSPORTATION,PMI","","","B05E5FDFA7BC11E594AA00FF59FBB323"
"B05F7FFBA7BC11E594AA00FF59FBB323","0000-00","0000-00","","COLLEGE UNDERGRAD","","","B0602DD8A7BC11E594AA00FF59FBB323"
"B0624FF3A7BC11E594AA00FF59FBB323","0000-00","0000-00","","3MOS VOC, HOUSEKEEPING, FINE INT'L TAC","","","B0630F80A7BC11E594AA00FF59FBB323"
"B064B161A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, BS-IT, SCIENCE & TECH INST.","","","B065B734A7BC11E594AA00FF59FBB323"
"B067BD98A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS UGRAD, HRM, STI","","","B068BFE0A7BC11E594AA00FF59FBB323"
"B069BEFFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, CRIMINOLOGY, WEST NEGROS COLL","","","B06A73A6A7BC11E594AA00FF59FBB323"
"B06C1A9BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, HRM, UNIVERSITY ST.LOUIS TC","","","B06D59BFA7BC11E594AA00FF59FBB323"
"B06E1C02A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAN JUAN HIGH SCHOOL","","","B072D0BEA7BC11E594AA00FF59FBB323"
"B0B44A08A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL, I.T, STI","","","B0B73740A7BC11E594AA00FF59FBB323"
"B0BFB565A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, FORT BONIFACIO HIGH SCHOOL","","","B0C20275A7BC11E594AA00FF59FBB323"
"B0C4C3A0A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1YR COLL. BS CRIMINOLOGY, JRU","","","B0C60D97A7BC11E594AA00FF59FBB323"
"B0C74CA2A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, GEN.RICARDO HS","","","B0C98ACCA7BC11E594AA00FF59FBB323"
"B0CBADCCA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","B0CDA72FA7BC11E594AA00FF59FBB323"
"B0D0A2D9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS COLL, B.S NURSING, STI COLLEGE","","","B0D2CF33A7BC11E594AA00FF59FBB323"
"B3C7702AA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGHSCHOOL/UNDERGRADUATE","","","B3D50C5AA7BC11E594AA00FF59FBB323"
"B3D7ECB9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRADUATE","","","B3DC92C0A7BC11E594AA00FF59FBB323"
"B3DDEA2FA7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD., BSHRM, TCU TAGUIG","","","B3DE8E65A7BC11E594AA00FF59FBB323"
"B3E3F649A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD ., Q.N.H.S.","","","B3E4AF54A7BC11E594AA00FF59FBB323"
"B3E56A69A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, SKILLS TOWER INSTITUTE","","","B3E62C62A7BC11E594AA00FF59FBB323"
"B3E7006BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, LA CONSOLACION COLLEGE","","","B3E7A6F8A7BC11E594AA00FF59FBB323"
"B3E8E0B9A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S GRAD, VALERIO FUGOSO MEMORIAL H.S.","","","B3EF19EBA7BC11E594AA00FF59FBB323"
"B3F07493A7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, BSHRM, RAMON MAGSAYSAY T.U","","","B3F123F7A7BC11E594AA00FF59FBB323"
"B3F28E98A7BC11E594AA00FF59FBB323","0000-00","0000-00","","1 SEM, BACHELOR AGRI.TECH, SLSU LUCBAN","","","B3F37DF0A7BC11E594AA00FF59FBB323"
"B3F52A20A7BC11E594AA00FF59FBB323","0000-00","0000-00","","31SEM, HRM, ICCT. 1SEM, IT, TIP","","","B3F5CB25A7BC11E594AA00FF59FBB323"
"B3F72774A7BC11E594AA00FF59FBB323","0000-00","0000-00","","4YRS GRAD, BSHRM, ARELLANO UNIVERSITY","","","B3F7C861A7BC11E594AA00FF59FBB323"
"B3F90CBFA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HS GRAD, SAN FERNANDO NHS","","","B3F9F903A7BC11E594AA00FF59FBB323"
"B3FB42EDA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL, HRM, MARIKINA POLYTECNIC","","","B3FC7287A7BC11E594AA00FF59FBB323"
"B4044E39A7BC11E594AA00FF59FBB323","0000-00","0000-00","","6MOS VOC. BASIC COMPUTER SOFTWARE, TESDA","","","B4051544A7BC11E594AA00FF59FBB323"
"B4126720A7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL","","","B4135656A7BC11E594AA00FF59FBB323"
"B41F387BA7BC11E594AA00FF59FBB323","0000-00","0000-00","","HIGH SCHOOL GRAD.,SEMBRANA ACADEMY","","","B4244CFFA7BC11E594AA00FF59FBB323"
"B42FD46CA7BC11E594AA00FF59FBB323","0000-00","0000-00","","2YRS COLL. AUTOMOTIVE TECH.SAMSON COLL.","","","B432A9BFA7BC11E594AA00FF59FBB323"
"B4352A39A7BC11E594AA00FF59FBB323","0000-00","0000-00","","H.S,UNIDOS NAT'L HIGH SCHOOL","","","B43C5ED2A7BC11E594AA00FF59FBB323"
